order_id,order_date,customer_id,region,product_id,product_name,category,unit_price,quantity,discount,revenue
O0233,2026-08-05,C095,South,P007,Desk Lamp,Home,1100,2,0.15,1870.0
O0234,2026-07-25,C098,East,P001,Wireless Earbuds,Electronics,1800,1,0.05,1710.0
O0235,2026-04-30,C005,South,P003,Running Shoes,Sports,2600,2,0,5200
O0236,2026-05-26,C052,South,P003,Running Shoes,Sports,2600,1,0,2600
O0237,2026-03-09,C032,North,P006,Water Bottle,Lifestyle,700,1,0,700
O0238,2026-07-04,C086,North,P003,Running Shoes,Sports,2600,1,0.05,2470.0
O0239,2026-06-03,C014,West,P008,Notebook Set,Stationery,450,1,0.1,405.0
O0240,2026-08-22,C089,North,P007,Desk Lamp,Home,1100,2,0.05,2090.0
O0241,2026-08-16,C060,East,P007,Desk Lamp,Home,1100,3,0,3300
O0242,2026-05-25,C015,West,P006,Water Bottle,Lifestyle,700,2,0.05,1330.0
O0243,2026-04-18,C004,South,P006,Water Bottle,Lifestyle,700,3,0,2100
O0244,2026-07-05,C079,South,P007,Desk Lamp,Home,1100,2,0.1,1980.0
O0245,2026-03-24,C097,West,P005,Backpack,Lifestyle,1500,3,0,4500
O0246,2026-03-04,C016,South,P008,Notebook Set,Stationery,450,1,0.05,427.5
O0247,2026-01-14,C061,East,P002,Power Bank,Electronics,1200,2,0,2400
O0248,2026-05-20,C040,East,P007,Desk Lamp,Home,1100,4,0,4400
O0249,2026-08-22,C094,North,P006,Water Bottle,Lifestyle,700,3,0.05,1995.0
O0250,2026-05-25,C022,South,P004,Yoga Mat,Sports,900,2,0.05,1710.0
O0251,2026-05-26,C016,South,P002,Power Bank,Electronics,1200,1,0,1200
O0252,2026-02-01,C069,South,P008,Notebook Set,Stationery,450,1,0,450
O0253,2026-07-06,C039,South,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0254,2026-04-23,C058,North,P007,Desk Lamp,Home,1100,1,0.15,935.0
O0255,2026-05-30,C030,West,P001,Wireless Earbuds,Electronics,1800,1,0.05,1710.0
O0256,2026-08-19,C041,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0257,2026-08-28,C100,East,P008,Notebook Set,Stationery,450,3,0,1350
O0258,2026-03-17,C089,North,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0259,2026-08-19,C061,East,P001,Wireless Earbuds,Electronics,1800,1,0.15,1530.0
O0260,2026-05-24,C026,West,P004,Yoga Mat,Sports,900,1,0,900
O0261,2026-06-16,C014,West,P005,Backpack,Lifestyle,1500,2,0,3000
O0262,2026-08-19,C036,North,P007,Desk Lamp,Home,1100,2,0,2200
O0263,2026-03-27,C090,South,P008,Notebook Set,Stationery,450,1,0,450
O0264,2026-02-27,C040,East,P002,Power Bank,Electronics,1200,2,0,2400
O0265,2026-03-10,C024,West,P004,Yoga Mat,Sports,900,2,0,1800
O0266,2026-07-22,C035,West,P006,Water Bottle,Lifestyle,700,3,0.1,1890.0
O0267,2026-08-15,C015,West,P004,Yoga Mat,Sports,900,4,0,3600
O0268,2026-06-20,C029,East,P005,Backpack,Lifestyle,1500,1,0.15,1275.0
O0269,2026-01-24,C060,East,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0270,2026-01-19,C068,South,P001,Wireless Earbuds,Electronics,1800,1,0.1,1620.0
O0271,2026-03-14,C069,South,P005,Backpack,Lifestyle,1500,1,0.1,1350.0
O0272,2026-01-23,C022,South,P005,Backpack,Lifestyle,1500,5,0,7500
O0273,2026-03-04,C023,North,P005,Backpack,Lifestyle,1500,2,0,3000
O0274,2026-02-17,C020,North,P001,Wireless Earbuds,Electronics,1800,2,0.1,3240.0
O0275,2026-04-09,C001,West,P008,Notebook Set,Stationery,450,1,0,450
O0276,2026-05-23,C100,East,P006,Water Bottle,Lifestyle,700,1,0.05,665.0
O0277,2026-07-20,C005,South,P005,Backpack,Lifestyle,1500,2,0.15,2550.0
O0278,2026-06-25,C067,North,P003,Running Shoes,Sports,2600,2,0,5200
O0279,2026-01-29,C078,South,P007,Desk Lamp,Home,1100,1,0.05,1045.0
O0280,2026-05-21,C099,North,P005,Backpack,Lifestyle,1500,2,0.15,2550.0
O0281,2026-03-02,C034,East,P008,Notebook Set,Stationery,450,2,0.1,810.0
O0282,2026-06-04,C064,East,P005,Backpack,Lifestyle,1500,1,0.1,1350.0
O0283,2026-07-02,C007,South,P008,Notebook Set,Stationery,450,3,0,1350
O0284,2026-03-25,C020,North,P001,Wireless Earbuds,Electronics,1800,2,0.05,3420.0
O0285,2026-05-09,C057,West,P005,Backpack,Lifestyle,1500,3,0,4500
O0286,2026-01-19,C015,West,P003,Running Shoes,Sports,2600,2,0.1,4680.0
O0287,2026-05-29,C093,North,P004,Yoga Mat,Sports,900,2,0,1800
O0288,2026-03-21,C055,West,P001,Wireless Earbuds,Electronics,1800,2,0.1,3240.0
O0289,2026-07-09,C068,South,P005,Backpack,Lifestyle,1500,2,0.05,2850.0
O0290,2026-01-23,C084,West,P003,Running Shoes,Sports,2600,1,0,2600
O0291,2026-02-10,C064,East,P008,Notebook Set,Stationery,450,1,0.05,427.5
O0292,2026-04-30,C047,West,P004,Yoga Mat,Sports,900,2,0,1800
O0293,2026-02-02,C063,East,P003,Running Shoes,Sports,2600,1,0.05,2470.0
O0294,2026-05-14,C096,South,P001,Wireless Earbuds,Electronics,1800,1,0.05,1710.0
O0295,2026-08-16,C068,South,P003,Running Shoes,Sports,2600,1,0.1,2340.0
O0296,2026-03-18,C061,East,P007,Desk Lamp,Home,1100,4,0,4400
O0297,2026-06-24,C092,West,P004,Yoga Mat,Sports,900,1,0,900
O0298,2026-05-22,C031,North,P007,Desk Lamp,Home,1100,1,0,1100
O0299,2026-04-04,C040,East,P006,Water Bottle,Lifestyle,700,4,0.1,2520.0
O0300,2026-02-25,C006,West,P003,Running Shoes,Sports,2600,1,0.15,2210.0
O0301,2026-01-15,C095,South,P006,Water Bottle,Lifestyle,700,2,0.1,1260.0
O0302,2026-08-25,C023,North,P008,Notebook Set,Stationery,450,3,0,1350
O0303,2026-04-08,C049,North,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0304,2026-03-05,C024,West,P003,Running Shoes,Sports,2600,1,0.05,2470.0
O0305,2026-02-24,C077,West,P008,Notebook Set,Stationery,450,2,0.05,855.0
O0306,2026-04-25,C063,East,P003,Running Shoes,Sports,2600,3,0,7800
O0307,2026-05-19,C050,North,P007,Desk Lamp,Home,1100,1,0.15,935.0
O0308,2026-03-12,C047,West,P005,Backpack,Lifestyle,1500,2,0.1,2700.0
O0309,2026-02-16,C095,South,P005,Backpack,Lifestyle,1500,2,0.1,2700.0
O0310,2026-08-25,C084,West,P004,Yoga Mat,Sports,900,1,0,900
O0311,2026-01-15,C020,North,P006,Water Bottle,Lifestyle,700,1,0,700
O0312,2026-07-05,C016,South,P001,Wireless Earbuds,Electronics,1800,5,0.05,8550.0
O0313,2026-04-26,C011,South,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0314,2026-06-21,C008,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0315,2026-05-06,C006,West,P004,Yoga Mat,Sports,900,1,0.1,810.0
O0316,2026-02-02,C005,South,P004,Yoga Mat,Sports,900,1,0.05,855.0
O0317,2026-05-03,C070,North,P003,Running Shoes,Sports,2600,2,0.1,4680.0
O0318,2026-03-08,C041,North,P008,Notebook Set,Stationery,450,2,0,900
O0319,2026-08-14,C027,South,P005,Backpack,Lifestyle,1500,2,0.05,2850.0
O0320,2026-04-14,C018,North,P007,Desk Lamp,Home,1100,2,0,2200
O0321,2026-02-27,C014,West,P005,Backpack,Lifestyle,1500,1,0.1,1350.0
O0322,2026-02-25,C018,North,P001,Wireless Earbuds,Electronics,1800,3,0.15,4590.0
O0323,2026-06-11,C062,North,P001,Wireless Earbuds,Electronics,1800,3,0.15,4590.0
O0324,2026-03-18,C085,South,P002,Power Bank,Electronics,1200,3,0,3600
O0325,2026-05-23,C089,North,P006,Water Bottle,Lifestyle,700,2,0,1400
O0326,2026-03-02,C081,West,P005,Backpack,Lifestyle,1500,1,0.05,1425.0
